expedition_duration_days,personnel_count,cargo_weight_kg,medical_supply_level,food_supply_level,fuel_supply_level,equipment_availability,temperature,wind_speed,visibility,distance_from_base_km,communication_status,vehicle_status,emergency_history,inventory_shortage_count,personnel_movement_deviation,previous_incidents,weather_risk_score,risk_score_continuous,risk_level
32,15,2233.4,34.4,83.0,78.7,78.9,-47.6,51.8,3.58,5.6,46.9,83.0,0,0,12.08,1,73.3,0.5108,MEDIUM
53,33,673.9,94.0,6.3,12.6,90.9,-12.8,19.8,3.11,576.9,96.0,21.2,0,1,13.15,0,37.4,0.3269,LOW
103,11,622.4,62.7,75.5,39.5,88.0,-47.1,84.3,6.42,6.6,95.6,78.3,0,0,16.9,0,80.7,0.2787,LOW
65,23,278.1,52.0,51.4,38.7,82.3,-53.4,96.4,11.51,926.4,70.5,86.1,0,1,3.56,1,83.2,0.4214,LOW
45,14,2638.7,79.8,7.5,28.0,99.2,-25.7,46.6,13.66,267.3,76.0,87.7,1,3,11.73,0,42.9,0.3669,LOW
95,11,2126.5,25.9,67.9,40.3,58.6,-20.7,93.3,0.36,871.0,89.9,47.6,1,0,2.17,1,72.3,0.3843,LOW
103,39,263.8,82.0,71.7,61.8,96.3,4.9,99.8,15.58,12.1,96.4,42.9,0,0,7.88,0,40.5,0.2051,LOW
109,11,230.6,0.3,52.4,31.1,94.9,-12.3,48.6,3.58,97.2,8.2,83.4,0,1,10.28,0,46.5,0.4504,MEDIUM
39,7,1742.2,62.0,79.4,17.3,31.3,-4.1,72.4,6.0,451.4,99.7,57.9,0,1,9.14,1,45.8,0.3835,LOW
87,28,955.2,93.5,30.0,86.9,86.3,-34.2,64.4,6.51,758.6,70.3,62.1,0,1,29.65,2,64.3,0.509,MEDIUM
73,36,1850.7,78.8,20.2,97.1,79.2,-24.5,23.7,6.72,942.6,59.3,23.6,0,1,10.35,2,42.7,0.4941,MEDIUM
57,8,1388.6,85.4,35.1,45.9,77.6,3.5,4.7,15.23,521.1,41.3,44.6,0,1,15.25,0,7.6,0.2703,LOW
51,30,2781.4,39.7,41.0,32.7,89.6,-30.0,45.3,0.91,355.5,33.6,36.9,0,0,12.11,2,61.5,0.4736,MEDIUM
18,24,970.3,82.4,69.6,4.7,38.4,-6.6,78.7,4.01,44.6,80.4,66.5,0,0,9.85,0,52.3,0.4179,LOW
36,34,2085.6,55.1,84.6,3.7,40.0,-23.4,32.5,0.54,583.7,65.4,19.6,0,3,14.47,1,52.7,0.4382,MEDIUM
68,8,304.1,61.9,72.1,39.3,64.0,-41.6,78.4,15.59,380.0,20.1,40.6,0,1,11.32,0,63.2,0.5654,HIGH
107,40,2874.2,5.9,17.4,93.0,73.8,-20.2,65.5,19.68,909.1,61.0,84.9,0,2,10.6,0,38.0,0.3693,LOW
105,26,2945.2,20.2,36.6,73.1,88.0,-41.9,69.6,13.22,480.1,14.1,54.6,1,0,8.46,1,63.3,0.4732,MEDIUM
26,35,2256.4,55.1,15.8,34.9,87.6,-54.8,28.6,11.84,765.4,49.7,89.6,0,1,7.06,0,60.1,0.4542,MEDIUM
83,17,1475.9,5.9,68.7,96.8,72.1,-40.8,47.0,18.17,848.2,58.3,23.3,1,0,6.28,0,48.4,0.5494,HIGH
14,38,777.0,74.1,24.8,42.9,95.7,-43.4,18.2,5.17,98.3,63.6,44.0,0,1,10.62,1,56.5,0.4166,LOW
83,27,2465.7,84.0,52.5,27.7,17.9,-32.7,24.7,1.42,440.8,14.5,50.0,0,2,10.06,0,55.7,0.5748,HIGH
44,8,2248.6,92.0,79.2,42.6,95.0,-1.7,9.0,10.25,893.7,9.6,40.1,1,1,25.13,0,16.6,0.4692,MEDIUM
57,38,782.6,10.2,67.1,21.2,6.4,-31.7,12.7,5.28,424.5,25.9,68.4,0,2,2.66,1,45.9,0.5318,HIGH
88,33,1436.0,94.0,29.8,88.6,55.6,-4.3,21.1,9.08,565.2,60.7,14.9,0,3,31.2,0,24.2,0.4401,MEDIUM
54,15,1469.0,6.8,33.3,36.1,9.0,-21.7,58.0,9.18,873.1,93.2,51.9,0,0,3.66,2,49.6,0.4962,MEDIUM
98,24,2505.3,47.4,65.3,65.8,56.8,-54.5,44.1,6.44,232.6,77.9,13.9,0,3,9.76,2,72.0,0.4441,MEDIUM
66,18,2099.0,84.0,54.9,38.9,39.0,-43.7,26.7,9.78,894.6,74.6,62.9,1,0,13.25,2,53.9,0.4844,MEDIUM
120,24,1983.0,7.0,9.6,90.2,8.2,0.9,86.1,7.67,397.0,33.0,83.0,0,4,4.45,0,45.5,0.4946,MEDIUM
79,39,2002.0,1.8,87.4,64.2,64.8,-18.7,52.5,2.35,593.0,11.2,2.0,1,2,3.58,0,54.0,0.4965,MEDIUM
39,37,920.8,2.5,51.3,48.8,73.1,0.8,92.3,17.35,328.0,89.2,45.7,1,1,8.94,0,35.6,0.451,MEDIUM
94,11,1209.4,51.1,47.3,13.2,17.4,-36.4,63.5,14.06,527.1,50.1,49.3,1,0,15.53,1,56.1,0.5971,HIGH
52,39,280.1,81.2,19.8,90.2,69.4,-12.0,1.6,0.92,49.3,10.1,72.0,0,1,18.52,2,33.1,0.3121,LOW
66,20,2392.8,12.7,37.7,54.7,17.9,-8.7,91.3,2.4,65.3,53.5,7.5,0,2,3.1,1,60.3,0.5407,HIGH
20,30,1384.0,12.5,33.3,28.5,13.7,3.5,85.7,2.02,414.7,67.5,40.6,0,2,8.65,1,52.5,0.4901,MEDIUM
18,32,1399.0,56.9,27.1,87.8,14.7,-53.9,63.5,1.33,335.0,32.0,78.5,0,3,1.81,0,84.8,0.4838,MEDIUM
71,21,849.3,23.4,56.7,5.4,59.9,2.1,53.5,1.28,615.8,0.9,53.2,1,0,4.55,0,42.1,0.4997,MEDIUM
26,20,746.9,73.0,46.2,31.4,77.9,-31.5,45.3,3.23,37.9,62.2,75.0,0,1,22.13,0,59.7,0.3398,LOW
120,20,1825.3,95.0,88.9,53.7,59.7,-4.7,48.2,16.97,167.7,4.0,36.4,0,0,12.71,0,24.1,0.3264,LOW
104,35,812.8,76.6,94.1,34.0,80.9,-22.3,76.9,16.58,209.6,43.3,92.0,1,1,4.9,0,47.4,0.3457,LOW
86,18,333.0,87.7,21.9,47.7,59.1,-21.1,51.3,15.68,440.5,82.5,7.7,0,2,20.72,1,38.7,0.5349,HIGH
90,14,2337.4,52.0,10.0,26.4,79.7,-33.4,17.6,12.33,246.8,99.9,9.1,1,3,5.54,0,40.0,0.4167,LOW
74,17,1222.9,83.2,78.5,13.0,97.7,-5.3,5.8,14.5,137.7,37.0,52.8,1,0,9.6,0,12.8,0.4864,MEDIUM
11,11,1233.7,18.3,99.5,3.7,39.1,-39.2,12.6,14.8,597.6,2.0,47.1,0,0,1.42,0,39.4,0.5345,HIGH
50,18,1379.3,6.8,86.4,15.8,15.0,-25.5,25.1,17.8,743.9,49.3,63.8,0,3,4.92,0,30.1,0.5256,HIGH
62,8,2472.9,65.6,2.4,95.3,13.5,-21.4,36.8,14.67,685.3,27.6,22.9,0,2,11.87,0,35.1,0.5123,HIGH
111,7,1064.4,5.2,25.1,57.5,59.7,-10.4,89.2,14.76,276.2,89.3,22.6,0,0,11.46,0,45.3,0.374,LOW
30,30,2310.4,89.2,4.3,48.9,54.7,-26.7,23.9,16.1,854.4,71.2,74.9,1,2,7.05,2,32.7,0.4998,MEDIUM
62,6,2827.7,69.2,82.1,38.4,18.4,-14.2,32.0,11.17,611.8,40.4,29.2,0,2,8.88,2,32.6,0.5263,HIGH
44,25,2033.5,95.2,58.1,70.8,88.2,-25.9,22.3,4.34,614.7,76.2,72.7,0,0,16.36,0,46.2,0.3158,LOW
20,32,1380.3,31.4,51.4,14.1,95.7,-15.4,54.6,1.78,212.8,34.1,64.1,0,1,8.34,0,53.1,0.4277,MEDIUM
16,30,2281.2,48.6,55.4,27.6,25.3,-14.6,61.7,8.44,242.2,52.2,8.3,1,0,13.27,0,46.7,0.5206,HIGH
47,20,1455.0,74.2,25.2,65.6,20.7,-12.4,53.2,1.92,474.8,92.3,71.1,0,3,6.13,0,50.2,0.3875,LOW
14,11,1331.1,24.3,60.2,47.9,21.4,-5.6,95.2,3.47,237.8,20.0,88.0,1,2,9.5,1,58.1,0.5367,HIGH
12,38,1647.1,54.2,3.1,77.0,38.7,-22.6,99.5,0.57,688.1,31.3,81.7,1,1,1.29,0,75.5,0.5601,HIGH
45,34,1055.5,65.9,64.6,89.7,85.3,-43.4,83.7,6.07,308.6,88.6,0.9,0,3,6.51,0,78.3,0.4281,MEDIUM
28,26,447.1,97.9,73.4,82.3,59.6,-14.2,80.5,19.4,151.9,46.2,54.0,0,1,10.34,0,39.3,0.2938,LOW
69,7,1332.3,74.5,67.3,18.4,6.8,-50.4,36.6,7.64,151.6,31.8,91.3,0,0,9.08,0,64.9,0.5096,MEDIUM
7,5,503.0,11.8,33.2,9.1,47.3,-41.9,58.0,4.89,127.2,3.7,59.9,1,1,6.12,0,69.7,0.5699,HIGH
40,15,1319.8,47.5,82.6,16.9,9.0,-7.5,35.1,8.13,439.8,41.9,29.0,0,1,4.07,0,32.6,0.5297,HIGH
57,9,1737.3,58.9,71.6,78.4,40.6,-28.9,78.4,6.1,3.0,50.1,19.5,1,2,10.6,0,65.8,0.3419,LOW
116,35,2802.5,14.7,12.8,91.4,40.4,-25.1,17.2,13.51,542.4,40.6,68.5,1,1,8.85,1,32.4,0.5254,HIGH
78,11,253.2,43.2,19.5,92.5,64.8,4.2,21.7,12.73,298.3,27.7,77.1,0,1,12.34,1,16.7,0.3155,LOW
107,14,1921.2,28.4,63.7,29.8,54.9,-40.9,3.9,0.64,552.5,36.9,91.3,0,1,5.39,0,55.3,0.4626,MEDIUM
44,40,1454.5,11.9,28.9,84.0,87.5,-53.8,60.9,10.28,935.4,64.2,90.6,1,1,14.62,0,72.6,0.5279,HIGH
57,34,207.7,51.2,11.9,53.6,1.6,-48.3,68.9,0.82,869.0,89.1,33.9,1,1,3.5,1,83.2,0.5241,HIGH
53,12,861.2,16.6,15.5,82.3,77.4,-40.3,0.3,13.58,576.4,65.0,60.4,0,3,2.38,2,37.4,0.4303,MEDIUM
107,18,487.7,59.1,16.6,54.8,2.3,-11.4,51.1,18.72,418.1,64.6,10.2,0,2,22.25,0,27.8,0.504,MEDIUM
116,23,767.9,17.0,47.8,14.6,30.4,-8.5,37.7,18.16,698.4,81.7,9.4,0,1,3.71,1,21.7,0.3999,LOW
116,28,932.5,72.4,60.7,7.9,88.0,-21.1,79.2,4.19,923.1,16.5,7.1,0,0,10.67,0,62.8,0.5602,HIGH
92,38,1293.7,19.5,17.6,95.7,69.0,-39.7,3.9,14.88,489.5,30.1,92.7,1,1,7.64,1,36.6,0.4849,MEDIUM
63,36,1657.8,89.6,71.2,42.6,17.2,-23.7,4.9,15.88,99.3,5.1,15.2,0,1,22.62,2,24.1,0.5724,HIGH
67,40,152.8,2.6,28.1,35.1,49.1,-54.1,62.0,17.3,766.1,35.0,48.2,1,0,15.03,0,64.4,0.5945,HIGH
118,5,611.3,52.2,31.2,35.6,72.2,-14.1,59.2,5.27,10.5,99.9,43.3,0,0,2.46,0,49.4,0.3263,LOW
38,12,416.7,32.0,22.3,37.9,93.7,-18.1,83.1,9.07,764.6,32.9,32.5,1,3,27.17,1,55.9,0.5987,HIGH
45,24,1716.6,22.5,78.5,94.5,63.4,-53.7,59.2,4.51,84.9,86.0,53.8,0,1,18.79,0,79.1,0.4967,MEDIUM
109,5,1087.9,47.2,96.0,6.3,2.5,-6.0,94.9,0.58,106.6,8.6,0.3,0,1,6.91,1,61.9,0.5835,HIGH
49,17,1712.9,84.2,49.2,11.9,50.0,-9.2,31.4,13.21,781.7,46.0,38.0,0,1,3.47,0,26.2,0.4017,LOW
32,9,782.2,91.5,4.2,79.0,15.3,-36.5,39.8,8.69,689.5,35.1,47.9,1,2,11.22,1,54.6,0.5713,HIGH
70,38,219.1,30.3,26.1,54.9,4.8,-16.9,97.8,5.04,561.9,20.2,80.3,0,1,11.69,1,65.2,0.5702,HIGH
42,6,2832.9,15.4,15.8,12.9,59.9,-18.9,10.8,16.96,820.6,37.3,70.1,0,2,1.56,0,21.3,0.3774,LOW
108,9,458.7,72.0,84.3,3.4,77.7,-46.4,79.6,9.96,851.4,65.1,85.0,0,2,10.64,0,74.2,0.5881,HIGH
110,11,511.5,58.2,8.5,22.4,3.6,-43.4,1.2,19.89,457.5,49.0,37.6,0,0,17.75,0,32.1,0.4434,MEDIUM
40,9,567.7,20.1,96.6,26.1,78.4,-14.0,48.7,15.89,996.3,84.4,14.1,0,2,10.22,1,32.4,0.3855,LOW
66,25,2946.6,76.0,58.9,1.4,70.6,1.0,15.3,17.4,357.6,90.5,40.1,0,0,9.01,0,8.6,0.3318,LOW
119,17,1910.3,51.9,51.8,21.6,75.2,-20.4,59.9,15.49,171.5,48.2,96.3,0,0,8.2,1,41.4,0.426,LOW
91,37,1889.3,65.3,84.7,73.8,24.5,-20.9,79.8,2.21,846.0,98.2,21.4,0,0,4.85,1,65.4,0.4534,MEDIUM
30,13,2962.1,35.9,2.8,85.5,39.4,-16.2,3.3,1.39,415.6,7.2,17.5,0,0,20.24,0,36.2,0.6149,HIGH
73,23,402.1,43.9,77.7,89.8,12.0,-28.6,16.4,18.31,874.5,27.6,94.4,0,1,7.23,0,28.7,0.45,MEDIUM
76,28,2927.3,18.0,11.7,39.0,23.9,-51.7,34.3,2.85,61.2,41.7,95.0,0,1,11.22,0,71.0,0.479,MEDIUM
80,27,731.4,75.7,84.1,31.9,30.3,-31.2,25.6,7.89,111.1,58.3,14.9,0,2,2.86,2,46.8,0.5512,HIGH
7,33,1925.8,15.7,52.9,100.0,31.9,-1.0,38.3,12.24,40.3,54.6,76.9,1,1,8.77,0,23.8,0.5075,MEDIUM
39,11,1347.2,77.8,6.1,76.9,17.5,-6.7,95.2,4.32,602.0,56.8,43.0,0,0,13.73,0,57.8,0.5696,HIGH
104,22,1244.3,79.8,83.3,53.7,18.9,0.6,10.1,4.58,831.9,89.6,49.2,0,1,7.1,0,22.8,0.4128,LOW
32,33,2804.0,74.7,2.7,25.5,90.1,-45.8,42.3,9.38,402.7,27.8,49.9,1,2,7.26,0,61.4,0.5886,HIGH
39,35,575.3,1.9,13.8,32.1,78.4,-24.6,45.7,7.28,90.7,81.7,96.8,1,1,9.48,0,49.8,0.3161,LOW
42,26,2991.6,27.3,79.8,51.5,34.4,-19.9,28.0,13.56,373.5,55.8,18.5,0,4,13.34,0,32.3,0.448,MEDIUM
25,28,1230.5,46.8,46.5,54.2,94.8,-42.4,27.9,1.59,348.0,49.0,77.3,0,0,10.59,0,63.6,0.4516,MEDIUM
23,35,1999.0,59.6,88.1,1.4,23.9,-42.9,71.5,9.83,643.5,29.9,0.6,1,0,33.86,1,68.9,0.7714,HIGH
45,27,2908.5,91.9,63.5,95.9,40.7,-8.1,61.8,3.57,652.2,30.4,62.9,1,1,22.27,0,48.1,0.5086,MEDIUM
106,39,314.2,37.6,62.4,57.6,81.4,-14.7,81.3,12.17,103.0,38.8,65.3,0,3,6.04,0,48.9,0.4601,MEDIUM
5,8,2780.2,87.5,29.2,58.9,44.3,-16.2,40.5,2.41,420.2,76.4,75.4,0,0,19.49,1,47.9,0.4308,MEDIUM
37,16,1768.3,16.3,13.4,21.1,23.5,-39.0,60.7,4.03,642.5,47.7,92.6,1,1,1.53,0,69.6,0.5995,HIGH
12,8,2157.5,37.1,96.1,76.5,36.9,-24.6,89.4,16.1,258.9,15.4,75.4,1,3,7.61,2,54.1,0.5722,HIGH
70,7,575.2,5.2,10.5,73.7,50.1,-53.6,85.1,4.78,407.1,76.0,73.2,0,1,2.26,0,87.8,0.5043,MEDIUM
34,21,1670.2,74.2,52.9,9.5,62.1,-47.2,92.0,14.77,613.7,66.3,25.4,0,3,14.41,1,73.1,0.5794,HIGH
96,12,2069.5,15.1,27.3,59.5,40.6,-23.9,26.9,5.53,402.9,94.9,99.3,0,1,7.1,0,44.9,0.4289,MEDIUM
72,19,1450.3,25.7,26.4,65.8,43.1,-36.4,98.5,4.78,30.9,52.9,46.8,0,1,3.27,0,80.0,0.531,HIGH
95,20,591.7,77.5,59.5,83.6,26.4,2.9,81.6,6.05,222.6,65.4,41.7,0,1,16.55,0,46.0,0.3523,LOW
78,26,845.7,53.5,79.8,20.6,53.5,-26.7,79.5,17.63,776.1,47.9,50.2,0,1,3.72,2,50.2,0.5106,MEDIUM
55,38,2585.0,1.4,77.7,87.8,21.9,-50.0,66.8,8.0,248.5,68.1,39.4,0,1,15.46,1,74.7,0.6141,HIGH
104,35,248.2,0.2,86.9,46.1,86.8,-53.9,98.3,4.95,817.7,43.6,59.4,0,2,11.48,0,92.4,0.5718,HIGH
60,17,2170.3,51.1,29.3,9.7,74.7,-11.5,44.2,10.78,466.9,13.8,35.0,1,1,8.17,1,35.4,0.4528,MEDIUM
115,16,2998.3,30.5,46.6,10.6,41.0,-44.7,74.2,7.77,472.9,98.7,24.0,1,2,18.09,0,73.8,0.4853,MEDIUM
120,32,171.3,18.0,0.9,19.8,74.7,-43.7,69.9,15.82,770.5,72.0,92.8,1,1,4.4,2,61.5,0.4636,MEDIUM
73,8,609.0,61.4,74.7,28.3,0.7,-29.6,73.2,19.81,383.3,60.9,92.8,1,3,1.82,0,47.4,0.4543,MEDIUM
83,23,2071.3,22.8,30.2,49.6,34.4,-39.2,75.1,10.58,238.5,48.1,49.6,1,0,3.51,0,66.6,0.4555,MEDIUM
34,19,321.0,59.2,56.1,74.9,44.0,-18.0,19.1,9.09,105.0,71.1,96.2,0,2,33.58,1,33.4,0.4193,LOW
99,10,1830.9,37.9,16.9,18.7,47.0,-25.9,34.9,6.93,671.9,12.7,41.6,0,0,4.9,0,47.4,0.4954,MEDIUM
82,26,2099.4,18.7,81.9,99.3,74.9,-48.3,39.2,19.47,469.9,32.6,38.7,1,0,6.78,0,49.5,0.5674,HIGH
109,15,1826.2,13.8,81.7,16.2,96.3,-7.9,74.8,9.72,809.4,12.5,91.7,0,1,25.66,4,44.8,0.4936,MEDIUM
35,10,1190.8,23.7,87.7,59.9,38.0,-29.4,71.6,3.64,457.7,12.6,63.3,0,1,6.79,0,66.9,0.5096,MEDIUM
96,28,2137.3,3.0,4.6,92.9,35.1,-18.3,83.3,19.39,414.8,2.1,76.3,1,3,14.7,0,43.2,0.615,HIGH
59,10,1843.7,30.8,99.2,83.3,61.1,-54.8,78.9,19.22,298.9,75.6,41.3,0,0,27.63,0,68.4,0.4931,MEDIUM
26,28,741.8,90.2,24.8,64.8,28.1,-17.4,59.6,8.77,199.4,22.7,40.7,1,0,13.06,1,47.6,0.6092,HIGH
24,9,1754.9,83.1,30.9,71.5,14.1,-38.0,14.0,7.03,830.4,83.2,8.3,0,0,9.3,1,48.7,0.4445,MEDIUM
70,20,2663.4,37.2,24.9,13.4,96.2,-25.3,63.5,13.64,95.2,90.4,96.7,0,2,16.93,0,48.6,0.3751,LOW
42,33,2050.5,57.6,26.8,1.0,81.0,-37.1,88.7,16.6,902.1,16.9,22.8,1,1,0.99,1,62.3,0.518,HIGH
16,12,1494.6,56.7,55.3,43.4,95.8,4.8,64.3,10.02,26.9,70.9,49.4,1,2,6.72,0,35.0,0.3665,LOW
54,32,1066.5,82.9,24.0,9.0,21.8,-41.1,89.6,6.68,522.3,46.0,11.5,0,0,22.53,1,77.9,0.5363,HIGH
80,30,394.8,23.6,39.4,35.8,1.8,-0.2,99.9,6.1,58.3,91.9,64.7,0,1,4.96,0,52.5,0.401,LOW
41,37,847.2,29.6,65.6,22.4,43.7,0.1,35.9,6.6,779.6,48.4,39.1,0,1,10.55,0,29.3,0.5196,HIGH
115,10,181.9,30.2,83.6,91.6,93.4,-29.7,72.3,2.45,211.5,37.9,76.8,0,2,14.82,1,68.8,0.4943,MEDIUM
95,30,2961.9,4.1,69.3,88.0,13.8,-36.8,54.0,15.59,565.9,29.5,52.8,0,0,7.45,0,51.2,0.4387,MEDIUM
64,38,784.1,31.5,59.4,81.9,11.7,-32.1,45.5,2.19,916.4,90.4,12.9,0,1,14.96,0,61.5,0.4825,MEDIUM
113,32,2472.4,87.8,14.8,71.4,6.9,4.4,24.0,8.03,649.3,22.6,1.1,0,1,11.53,0,23.4,0.5784,HIGH
55,10,630.6,91.2,81.6,15.4,76.5,-17.9,24.6,16.72,178.3,82.8,21.2,0,1,51.59,1,25.7,0.447,MEDIUM
21,34,958.3,11.0,3.7,4.8,78.6,-22.3,18.5,8.14,796.7,19.4,72.4,0,2,17.15,2,37.5,0.5563,HIGH
9,7,1342.1,45.8,26.4,65.4,69.5,-52.8,63.1,5.97,441.5,64.3,82.9,0,0,11.54,3,78.0,0.3374,LOW
113,25,1074.6,38.1,5.7,64.2,5.3,-4.1,14.2,18.97,13.2,45.1,34.1,0,0,1.3,0,9.2,0.4463,MEDIUM
116,22,2425.3,48.9,66.7,36.9,72.3,-50.0,43.1,2.62,486.8,10.5,53.6,0,0,5.32,0,73.2,0.5708,HIGH
90,23,2879.4,55.5,36.8,47.3,44.9,-52.2,52.3,17.71,812.5,12.6,24.0,1,0,3.79,0,59.1,0.5877,HIGH
16,23,2644.6,2.0,65.2,48.9,15.8,-38.5,43.8,1.34,430.0,28.2,88.0,1,1,25.2,1,66.7,0.6688,HIGH
39,5,587.7,84.2,34.7,24.0,29.5,-26.5,85.5,8.33,758.4,76.7,96.5,1,4,3.36,2,63.8,0.5716,HIGH
9,22,2363.6,97.4,45.6,31.4,50.1,-1.3,44.3,12.67,705.5,72.9,75.3,0,1,7.35,1,25.6,0.4544,MEDIUM
10,38,571.6,65.3,45.8,41.8,33.0,-7.6,8.3,7.46,456.9,20.5,8.9,0,0,12.55,0,24.1,0.4594,MEDIUM
33,20,2753.1,66.0,4.6,60.3,97.0,-43.1,99.2,10.74,323.3,47.6,43.7,0,2,6.17,1,77.6,0.4735,MEDIUM
71,14,1626.0,52.8,43.0,95.6,47.5,-32.7,84.5,4.16,726.5,9.7,99.1,0,1,7.03,0,73.2,0.5417,HIGH
12,40,1108.7,33.4,64.1,53.8,37.2,-8.2,66.0,11.42,368.9,71.6,22.9,1,1,11.54,3,39.8,0.4844,MEDIUM
119,7,597.5,14.9,54.6,73.1,67.3,-23.4,75.6,2.78,170.1,79.3,67.0,0,2,4.95,0,65.0,0.384,LOW
57,21,183.7,58.4,7.5,80.7,65.1,-44.5,12.8,15.94,320.9,89.4,93.9,1,3,10.51,0,41.9,0.3038,LOW
35,22,856.6,4.5,66.8,11.4,0.2,-31.2,76.6,11.72,876.8,88.6,77.3,0,1,16.54,0,59.9,0.56,HIGH
64,21,2755.0,82.5,30.9,65.3,61.8,-17.4,20.8,9.69,283.4,33.8,60.9,0,3,5.63,1,32.8,0.4765,MEDIUM
96,38,2422.2,42.1,1.4,48.2,24.4,3.4,48.9,1.19,235.0,25.5,50.7,0,0,3.66,1,40.6,0.5475,HIGH
41,19,2913.9,41.5,15.6,57.2,37.5,-15.3,17.8,10.05,133.4,89.7,92.9,1,0,28.91,0,29.8,0.4604,MEDIUM
10,40,437.2,32.7,49.8,3.8,70.6,-54.0,75.4,11.32,55.2,14.6,39.5,0,0,29.19,0,76.5,0.5604,HIGH
10,6,1837.7,96.9,31.0,90.6,55.7,-12.7,24.6,5.39,976.7,5.9,90.1,0,0,9.0,0,36.1,0.495,MEDIUM
103,31,882.9,17.5,69.4,95.3,36.9,-39.9,25.3,13.58,536.8,31.4,43.1,0,1,10.27,0,45.9,0.5692,HIGH
17,25,1697.4,15.1,24.1,0.3,16.7,-3.3,10.9,1.63,729.6,76.0,75.7,1,2,10.2,2,29.2,0.5816,HIGH
78,12,1063.3,16.6,77.3,21.3,50.5,-32.0,72.1,4.25,773.0,69.4,91.6,0,1,6.66,0,68.2,0.5526,HIGH
49,12,957.9,65.9,28.6,18.0,31.9,-43.0,29.6,14.78,352.3,98.7,55.1,1,0,8.82,1,48.2,0.3913,LOW
95,30,1785.5,99.2,62.1,78.1,91.3,-26.9,51.8,3.03,798.9,36.0,31.0,0,1,1.33,0,58.9,0.3647,LOW
12,27,672.5,23.5,79.9,59.8,53.4,-39.7,33.2,4.99,961.5,27.6,5.1,0,1,2.66,4,59.3,0.5772,HIGH
109,26,1487.0,90.6,38.6,17.7,86.6,-40.9,77.5,13.05,741.8,37.8,80.9,0,1,7.07,0,65.6,0.4145,LOW
85,5,2004.8,27.9,4.7,81.4,39.0,-20.6,22.6,14.6,711.7,78.2,62.2,1,2,5.68,0,29.6,0.3875,LOW
57,26,515.3,64.8,53.5,35.3,82.7,-9.0,94.1,1.12,432.2,21.4,26.3,0,1,3.07,0,63.1,0.4826,MEDIUM
29,40,2802.2,4.0,99.5,46.1,5.7,-4.9,32.1,2.62,841.3,94.8,87.7,0,1,8.79,0,36.5,0.4637,MEDIUM
118,4,1591.3,49.6,96.9,38.7,29.8,-31.1,10.4,8.98,88.8,51.3,92.0,0,0,15.28,0,40.0,0.3811,LOW
40,21,2485.7,65.5,22.1,52.1,7.8,-51.0,24.0,11.9,749.7,78.3,88.7,1,2,4.96,1,55.6,0.5462,HIGH
61,22,2013.6,53.6,75.6,48.0,3.2,-26.0,7.4,9.13,362.0,82.7,60.2,0,1,11.55,2,35.1,0.3014,LOW
50,37,2173.5,23.8,34.5,27.5,91.9,-29.0,46.9,12.98,566.0,47.9,97.7,0,1,7.22,0,46.3,0.3485,LOW
31,14,2191.0,82.8,16.0,42.5,71.7,-43.2,25.0,15.14,893.0,74.1,87.5,0,1,17.11,1,46.2,0.4271,LOW
53,21,2644.0,97.0,66.6,90.8,62.5,-1.2,88.6,19.0,605.0,36.5,10.4,0,2,2.44,0,33.1,0.38,LOW
22,30,1898.8,45.9,50.1,50.3,53.2,3.4,51.7,7.06,25.6,81.1,98.1,1,0,3.5,1,34.3,0.2121,LOW
5,6,942.9,63.6,53.9,91.6,57.0,-51.9,23.3,3.35,722.6,82.4,54.9,0,2,6.88,1,66.7,0.3575,LOW
38,33,433.6,79.0,82.7,55.0,63.9,-7.3,45.1,5.36,929.0,56.6,92.0,1,3,4.23,0,39.4,0.4038,LOW
18,34,1877.8,24.1,33.7,76.9,82.7,-16.3,19.6,3.05,642.0,21.8,76.0,1,0,20.85,1,39.9,0.5826,HIGH
53,30,339.1,86.4,66.7,29.4,59.7,-39.3,17.9,7.95,861.4,97.0,64.8,0,2,2.59,0,49.9,0.3931,LOW
105,27,837.7,28.0,36.6,79.0,74.9,-16.9,30.1,17.46,825.3,94.7,32.7,1,1,6.69,0,26.0,0.4456,MEDIUM
23,31,323.0,77.6,4.3,26.4,28.1,-47.3,10.8,7.01,861.3,62.0,2.7,0,2,33.28,1,54.4,0.6211,HIGH
5,32,1714.3,11.2,37.8,2.0,97.7,-50.8,18.9,3.06,344.1,98.4,27.7,0,2,2.38,2,64.7,0.3993,LOW
17,37,607.0,28.8,95.0,16.1,3.2,4.6,93.8,10.5,474.2,50.3,68.6,0,1,9.48,1,44.7,0.5242,HIGH
63,19,1889.7,53.4,48.3,2.2,38.7,-16.8,66.7,19.84,848.0,37.5,86.3,1,2,7.33,1,35.8,0.5519,HIGH
36,20,2404.0,52.5,10.8,94.7,88.2,-39.8,92.1,3.84,910.4,46.1,0.2,0,2,12.83,2,81.4,0.5664,HIGH
61,27,2492.4,85.0,68.8,100.0,18.1,-28.0,25.7,15.58,146.8,4.6,20.8,1,1,11.89,0,34.9,0.3946,LOW
8,11,1032.2,99.6,96.3,76.2,14.1,2.0,85.7,16.48,181.5,54.9,67.3,0,0,11.33,0,34.4,0.285,LOW
43,35,1714.5,10.7,90.8,10.8,36.5,-28.7,36.2,8.09,346.8,66.6,28.4,0,1,17.94,0,48.4,0.5182,HIGH
